pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,Reactome,1,MECR,6 (6),0.241,1,0,,15 (15),1,1,0.584,1
rRNA processing in the mitochondrion,Reactome,1,MRM3,6 (6),0.241,1,0,,2 (5),1,1,0.584,1
allopregnanolone biosynthesis,HumanCyc,1,SRD5A1,6 (6),0.241,1,0,,8 (8),1,1,0.584,1
GDP-glucose biosynthesis II,HumanCyc,1,GCK,6 (6),0.241,1,0,,10 (11),1,1,0.584,1
Activated NTRK3 signals through PI3K,Reactome,1,SRC,6 (6),0.241,1,0,,2 (2),1,1,0.584,1
Synthesis of Lipoxins (LX),Reactome,1,LTC4S,6 (6),0.241,1,0,,17 (20),1,1,0.584,1
platelet amyloid precursor protein pathway,BioCarta,1,PLAU,6 (6),0.241,1,0,,1 (1),1,1,0.584,1
rRNA modification in the mitochondrion,Reactome,1,MRM3,6 (6),0.241,1,0,,2 (5),1,1,0.584,1
Spermidine and Spermine Biosynthesis,SMPDB,1,SMS,6 (6),0.241,1,0,,18 (18),1,1,0.584,1
Sensing of DNA Double Strand Breaks,Reactome,1,RAD50,6 (6),0.241,1,0,,4 (5),1,1,0.584,1
1q21.1 copy number variation syndrome,Wikipathways,3,F11R;OCLN;PRKAB1,38 (38),0.242,1,0,,7 (10),1,1,0.586,1
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,Reactome,3,CCNT2;SNW1;NEDD4L,38 (38),0.242,1,0,,6 (6),1,1,0.586,1
Degradation of beta-catenin by the destruction complex,Reactome,3,PPP2R5D;TLE2;PPP2R1B,38 (38),0.242,1,0,,2 (3),1,1,0.586,1
Mono-unsaturated fatty acid beta-oxidation,EHMN,2,ACSL3;DBI,21 (21),0.243,1,0,,12 (12),1,1,0.586,1
Neutrophil extracellular trap formation - Homo sapiens (human),KEGG,4,SRC;FGA;FGB;FGG,188 (190),0.972,1,2,HMDB0029931;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (13),0.25,1,0.587,1
&gamma;-glutamyl cycle,HumanCyc,1,GGCT,11 (11),0.397,1,3,HMDB0000123;HMDB0000172;HMDB0000687,29 (29),0.616,1,0.589,1
VEGF signaling pathway - Homo sapiens (human),KEGG,3,PLA2G4B;SRC;RAC3,59 (59),0.498,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,6 (6),0.494,1,0.591,1
Signaling by FGFR,Reactome,1,SRC,88 (88),0.983,1,2,HMDB0000693;HMDB0000304,9 (11),0.25,1,0.591,1
Sphingolipid Metabolism,SMPDB,1,GAL3ST1,22 (22),0.636,1,5,HMDB0006790;HMDB0004949;HMDB0006734;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,38 (40),0.387,1,0.591,1
Gaucher Disease,SMPDB,1,GAL3ST1,22 (22),0.636,1,5,HMDB0006790;HMDB0004949;HMDB0006734;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,38 (40),0.387,1,0.591,1
Globoid Cell Leukodystrophy,SMPDB,1,GAL3ST1,22 (22),0.636,1,5,HMDB0006790;HMDB0004949;HMDB0006734;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,38 (40),0.387,1,0.591,1
Metachromatic Leukodystrophy (MLD),SMPDB,1,GAL3ST1,22 (22),0.636,1,5,HMDB0006790;HMDB0004949;HMDB0006734;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,38 (40),0.387,1,0.591,1
Fabry disease,SMPDB,1,GAL3ST1,22 (22),0.636,1,5,HMDB0006790;HMDB0004949;HMDB0006734;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,38 (40),0.387,1,0.591,1
Krabbe disease,SMPDB,1,GAL3ST1,22 (22),0.636,1,5,HMDB0006790;HMDB0004949;HMDB0006734;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,38 (40),0.387,1,0.591,1
Pyrimidine metabolism - Homo sapiens (human),KEGG,4,AK9;TYMP;UPP2;DCTPP1,57 (57),0.253,1,2,HMDB0001342;HMDB0003349#HMDB0000528,49 (65),0.974,1,0.591,1
Beta-catenin independent WNT signaling,Reactome,6,FZD1;FZD4;FZD6;CALM3;FZD5;RAC3,94 (94),0.247,1,0,,14 (18),1,1,0.592,1
Golgi-to-ER retrograde transport,Reactome,1,AGPAT3,116 (116),0.995,1,2,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,9 (11),0.25,1,0.595,1
Linoleate metabolism,EHMN,3,CYP1A2;PLA2G4B;FADS1,72 (72),0.633,1,3,HMDB0003073;HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,21 (24),0.395,1,0.597,1
Degradation pathway of sphingolipids_ including diseases,Wikipathways,0,,5 (5),1,1,2,HMDB0004949;HMDB0004842,9 (13),0.25,1,0.597,1
Venlafaxine Metabolism Pathway,SMPDB,0,,6 (6),1,1,2,HMDB0060852;HMDB0013892,9 (10),0.25,1,0.597,1
Signaling by NTRK1 (TRKA),Reactome,7,DNM3;PPP2R1B;IRS2;DUSP4;PPP2R5D;SH3GL3;SRC,114 (114),0.251,1,0,,10 (12),1,1,0.599,1
Tryptophan degradation,INOH,4,ALDH1A1;CYP1A2;ACMSD;ACAT2,66 (66),0.344,1,5,HMDB0062259;HMDB0004369;HMDB0000123;HMDB0033934;HMDB0000472,56 (62),0.734,1,0.6,1
Xenobiotics,Reactome,1,CYP1A2,21 (21),0.619,1,5,HMDB0041905;HMDB0006543;HMDB0000234;HMDB0001920;HMDB0013195,39 (51),0.409,1,0.601,1
Arachidonic acid metabolism,EHMN,4,NUP93;PLA2G4B;SLC27A5;CYP1A2,98 (98),0.647,1,6,HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0001043;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,47 (53),0.392,1,0.601,1
mTOR signaling pathway - Homo sapiens (human),KEGG,6,FZD1;FZD4;FZD6;LPIN3;STRADA;FZD5,154 (155),0.695,1,1,HMDB0000687,4 (4),0.365,1,0.602,1
Regulation of mRNA stability by proteins that bind AU-rich elements,Reactome,3,HSPA8;PARN;TNFSF13,39 (39),0.254,1,0,,3 (4),1,1,0.603,1
Signaling events regulated by Ret tyrosine kinase,PID,3,SRC;IRS2;GFRA1,39 (39),0.254,1,0,,2 (2),1,1,0.603,1
Pertussis - Homo sapiens (human),KEGG,5,CALM3;C4A;C1R;C2;IRF3,76 (76),0.255,1,0,,7 (10),1,1,0.603,1
B cell receptor signaling pathway - Homo sapiens (human),KEGG,3,CARD11;LILRB4;RAC3,80 (82),0.703,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,4 (4),0.365,1,0.606,1
Notch-mediated HES/HEY network,PID,1,CD4,48 (48),0.89,1,1,HMDB0000234,3 (3),0.289,1,0.606,1
cysteine biosynthesis,HumanCyc,1,MAT1A,8 (8),0.308,1,1,HMDB0000043,16 (16),0.838,1,0.607,1
NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence,Wikipathways,2,SIRT5;NAMPT,22 (22),0.259,1,0,,8 (12),1,1,0.609,1
Telomere Extension By Telomerase,Reactome,2,GAR1;CCNA2,22 (22),0.259,1,0,,5 (6),1,1,0.609,1
Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1),SMPDB,2,PCK1;PANK1,22 (22),0.259,1,0,,29 (34),1,1,0.609,1
Pyruvate Dehydrogenase Complex Deficiency,SMPDB,2,PCK1;ACSS2,22 (22),0.259,1,0,,43 (46),1,1,0.609,1
Primary hyperoxaluria II_ PH2,SMPDB,2,PCK1;ACSS2,22 (22),0.259,1,0,,43 (46),1,1,0.609,1
Pyruvate kinase deficiency,SMPDB,2,PCK1;ACSS2,22 (22),0.259,1,0,,43 (46),1,1,0.609,1
Gluconeogenesis,SMPDB,2,PCK1;PANK1,22 (22),0.259,1,0,,29 (34),1,1,0.609,1
Leigh Syndrome,SMPDB,2,PCK1;ACSS2,22 (22),0.259,1,0,,43 (46),1,1,0.609,1
Glycogenosis_ Type IA. Von gierke disease,SMPDB,2,PCK1;PANK1,22 (22),0.259,1,0,,29 (34),1,1,0.609,1
Glycogenosis_ Type IC,SMPDB,2,PCK1;PANK1,22 (22),0.259,1,0,,29 (34),1,1,0.609,1
Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,SMPDB,2,PCK1;PANK1,22 (22),0.259,1,0,,29 (34),1,1,0.609,1
Pyruvate Metabolism,SMPDB,2,PCK1;ACSS2,22 (22),0.259,1,0,,43 (46),1,1,0.609,1
Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),SMPDB,2,PCK1;ACSS2,22 (22),0.259,1,0,,43 (46),1,1,0.609,1
Triosephosphate isomerase,SMPDB,2,PCK1;PANK1,22 (22),0.259,1,0,,29 (34),1,1,0.609,1
Fructose-1_6-diphosphatase deficiency,SMPDB,2,PCK1;PANK1,22 (22),0.259,1,0,,29 (34),1,1,0.609,1
Glycogenosis_ Type IB,SMPDB,2,PCK1;PANK1,22 (22),0.259,1,0,,29 (34),1,1,0.609,1
Chondroitin sulfate biosynthesis,Reactome,1,CHST13,20 (20),0.601,1,1,HMDB0000304,5 (5),0.433,1,0.611,1
Synthesis of 5-eicosatetraenoic acids,Reactome,1,LTC4S,9 (9),0.339,1,1,HMDB0001043,13 (17),0.772,1,0.612,1
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II,HumanCyc,1,GCK,9 (9),0.339,1,1,HMDB0000290,13 (16),0.772,1,0.612,1
Nicotinate Nicotinamide metabolism,INOH,2,NMNAT1;NAMPT,23 (23),0.276,1,1,HMDB0001178,26 (26),0.948,1,0.613,1
Pyrimidine Metabolism,SMPDB,2,TYMP;UPP2,23 (23),0.276,1,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1,0.614,1
UMP Synthase Deiciency (Orotic Aciduria),SMPDB,2,TYMP;UPP2,23 (23),0.276,1,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1,0.614,1
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMPDB,2,TYMP;UPP2,23 (23),0.276,1,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1,0.614,1
Beta Ureidopropionase Deficiency,SMPDB,2,TYMP;UPP2,23 (23),0.276,1,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1,0.614,1
Dihydropyrimidinase Deficiency,SMPDB,2,TYMP;UPP2,23 (23),0.276,1,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1,0.614,1
Endometrial cancer - Homo sapiens (human),KEGG,4,CDKN1A;CCND1;FOXO3;GADD45A,58 (58),0.262,1,0,,1 (1),1,1,0.614,1
Signaling by ERBB4,Reactome,4,ERBB3;SRC;NRG1;NRG4,58 (58),0.262,1,0,,7 (9),1,1,0.614,1
Mitochondrial tRNA aminoacylation,Reactome,1,HARS2,21 (21),0.619,1,3,HMDB0000123;HMDB0000172;HMDB0000687,22 (65),0.425,1,0.615,1
Vitamin B5 (pantothenate) metabolism,Reactome,1,PANK1,14 (14),0.474,1,2,HMDB0001416;HMDB0001016,17 (17),0.559,1,0.617,1
Cell Cycle,Reactome,31,FOXM1;CDKN1A;LPIN3;SPC24;ORC4;PPP2R1B;CENPT;TEN1;PPP2R5D;BLM;ATRIP;GAR1;HUS1;ORC2;CEP290;UBE2C;SRC;HJURP;MCM6;CCND1;CDK1;NUP93;REC8;MDM4;DSCC1;CDC7;TUBB2A;TOP2A;CCNA2;MYBL2;RAD50,621 (622),0.294,1,2,HMDB0001342;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,35 (44),0.903,1,0.618,1
Intracellular signaling by second messengers,Reactome,13,CDKN1A;FOXO3;CALM3;NRG1;PPP2R1B;ERBB3;ADCY9;IRS2;PPP2R5D;SRC;FOXO4;PPARG;NRG4,259 (259),0.38,1,2,HMDB0000693;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,22 (28),0.701,1,0.619,1
Insulin Signalling,SMPDB,1,IRS2,17 (17),0.542,1,1,HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145,6 (7),0.494,1,0.621,1
Telomere C-strand synthesis initiation,Reactome,1,TEN1,13 (13),0.45,1,1,HMDB0001342,8 (11),0.597,1,0.622,1
Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD),SMPDB,1,MECR,7 (7),0.275,1,1,HMDB0003944,34 (34),0.979,1,0.623,1
Fatty Acid Elongation In Mitochondria,SMPDB,1,MECR,7 (7),0.275,1,1,HMDB0003944,34 (34),0.979,1,0.623,1
Drug metabolism - other enzymes - Homo sapiens (human),KEGG,5,TYMP;GSTM3;GSTA3;GSTA1;UPP2,80 (80),0.29,1,2,HMDB0060428;HMDB0060411,39 (52),0.933,1,0.624,1
superpathway of tryptophan utilization,HumanCyc,3,CYP1A2;NMNAT1;ACMSD,43 (43),0.304,1,4,HMDB0004095;HMDB0000472;HMDB0002281;HMDB0004259,59 (70),0.892,1,0.625,1
Negative regulation of FGFR3 signaling,Reactome,1,SRC,30 (30),0.748,1,1,HMDB0000693,4 (4),0.365,1,0.628,1
Hepatitis C - Homo sapiens (human),KEGG,9,CDKN1A;FASLG;OCLN;IRF3;CCND1;CLDN1;CLDN4;PPP2R1B;SOCS3,157 (157),0.273,1,0,,1 (2),1,1,0.628,1
IL2 signaling events mediated by PI3K,PID,2,CALM3;FOXO3,37 (37),0.5,1,1,HMDB0004949,7 (7),0.549,1,0.629,1
Ubiquitin-dependent degradation of Cyclin D,Reactome,1,CCND1,7 (7),0.275,1,0,,2 (3),1,1,0.63,1
Erythropoietin activates STAT5,Reactome,1,IRS2,7 (7),0.275,1,0,,2 (2),1,1,0.63,1
Fructose metabolism,Reactome,1,ALDH1A1,7 (7),0.275,1,0,,16 (20),1,1,0.63,1
Activation of NIMA Kinases NEK9_ NEK6_ NEK7,Reactome,1,CDK1,7 (7),0.275,1,0,,2 (2),1,1,0.63,1
Arylamine metabolism,Wikipathways,1,CYP1A2,7 (7),0.275,1,0,,3 (5),1,1,0.63,1
Synthesis of diphthamide-EEF2,Reactome,1,DPH7,7 (7),0.275,1,0,,7 (7),1,1,0.63,1
Neurofascin interactions,Reactome,1,NRCAM,7 (7),0.275,1,0,,2 (3),1,1,0.63,1
STING mediated induction of host immune responses,Reactome,1,IRF3,7 (7),0.275,1,0,,5 (8),1,1,0.63,1
Cation-coupled Chloride cotransporters,Reactome,1,SLC12A3,7 (7),0.275,1,0,,3 (3),1,1,0.63,1
SOS-mediated signalling,Reactome,1,IRS2,7 (7),0.275,1,0,,2 (2),1,1,0.63,1
Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,Reactome,1,CHRNE,7 (7),0.275,1,0,,2 (2),1,1,0.63,1
Zinc efflux and compartmentalization by the SLC30 family,Reactome,1,SLC30A3,7 (7),0.275,1,0,,1 (1),1,1,0.63,1
Glycerophospholipid catabolism,Reactome,1,GDE1,7 (7),0.275,1,0,,6 (11),1,1,0.63,1
Ethanol Degradation,SMPDB,1,ACSS2,7 (7),0.275,1,0,,18 (18),1,1,0.63,1
Caffeine Metabolism,SMPDB,1,CYP1A2,7 (7),0.275,1,0,,23 (24),1,1,0.63,1
oxidative ethanol degradation III,HumanCyc,1,ACSS2,7 (7),0.275,1,0,,15 (15),1,1,0.63,1
Phenylalanine metabolism,Reactome,1,IL4I1,8 (8),0.308,1,1,HMDB0033934,20 (22),0.898,1,0.631,1
Betaine Metabolism,SMPDB,1,PEMT,8 (8),0.308,1,1,HMDB0000043,20 (22),0.898,1,0.631,1
Sphingolipid Metabolism (general overview),Wikipathways,2,SGPP1;PLPP3,23 (23),0.276,1,0,,7 (10),1,1,0.632,1
FGF23 signaling in hypophosphatemic rickets and related disorders,Wikipathways,2,CDKN1A;CCND1,23 (23),0.276,1,0,,3 (4),1,1,0.632,1
Di-unsaturated fatty acid beta-oxidation,EHMN,2,ACSL3;DBI,23 (23),0.276,1,0,,19 (19),1,1,0.632,1
Renin-angiotensin system - Homo sapiens (human),KEGG,2,ANPEP;MME,23 (23),0.276,1,0,,4 (11),1,1,0.632,1
Laminin interactions,Reactome,2,COL18A1;LAMA5,23 (23),0.276,1,0,,1 (2),1,1,0.632,1
how progesterone initiates the oocyte maturation,BioCarta,2,SRC;CDK1,23 (23),0.276,1,0,,5 (5),1,1,0.632,1
p75(NTR)-mediated signaling,PID,1,RHOC,70 (70),0.96,1,1,HMDB0004949,3 (3),0.289,1,0.633,1
Binding and Uptake of Ligands by Scavenger Receptors,Reactome,2,STAB2;MARCO,42 (42),0.568,1,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,15 (41),0.49,1,0.634,1
superpathway of melatonin degradation,HumanCyc,1,CYP1A2,13 (13),0.45,1,2,HMDB0004259;HMDB0004095,19 (24),0.621,1,0.635,1
Human T-cell leukemia virus 1 infection - Homo sapiens (human),KEGG,12,CDKN1A;CD4;TSPO;CRTC1;FDPS;IL1R1;CCND1;ADCY9;CD3G;KAT2A;CCNA2;CREB3L3,219 (219),0.28,1,0,,5 (5),1,1,0.636,1
EPHB-mediated forward signaling,Reactome,2,LIMK2;SRC,35 (35),0.47,1,1,HMDB0000123,8 (10),0.597,1,0.637,1
Negative regulation of FGFR4 signaling,Reactome,1,SRC,32 (32),0.77,1,1,HMDB0000693,4 (4),0.365,1,0.638,1
Transport of small molecules,Reactome,26,LSR;TRPV1;LIPA;SLC9A5;TPCN2;NEDD4L;TRPM3;SLC50A1;LCN12;SLC12A3;PHB2;NIPAL1;SLC34A2;ABCC5;CP;CREB3L3;ANGPTL8;SLC30A3;SLC1A3;ABCC6;ABCG8;ADCY9;DMTN;PCSK9;TFR2;TFRC,641 (641),0.734,1,20,HMDB0000036;HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0000951;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0240251;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0000067;HMDB0000123;HMDB0000172;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0000195;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000043;HMDB0000290;HMDB0015169;HMDB0000138;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0015282;HMDB0000687;HMDB0000304,172 (219),0.384,1,0.639,1
Signaling by Interleukins,Reactome,13,IL1R1;IL1RN;MAP2K6;CLCF1;IL18;PPP2R1B;CD4;DUSP4;IL6ST;IL7;PPP2R5D;SOCS3;CSF2RB,240 (240),0.282,1,0,,4 (7),1,1,0.639,1
Intra-Golgi and retrograde Golgi-to-ER traffic,Reactome,6,VPS51;STX16;RHOBTB3;VPS52;AGPAT3;ARFIP2,186 (186),0.847,1,2,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,11 (13),0.334,1,0.64,1
RUNX2 regulates osteoblast differentiation,Reactome,1,SRC,23 (23),0.653,1,1,HMDB0000234,5 (6),0.433,1,0.64,1
De novo fatty acid biosynthesis,EHMN,3,NUP93;DBI;SCD,43 (43),0.304,1,1,HMDB0000944,24 (59),0.935,1,0.642,1
Negative regulation of FGFR1 signaling,Reactome,1,SRC,34 (34),0.791,1,1,HMDB0000693,4 (4),0.365,1,0.647,1
MFAP5-mediated ovarian cancer cell motility and invasiveness,Wikipathways,0,,13 (13),1,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (3),0.289,1,0.647,1
GPR40 Pathway,Wikipathways,0,,15 (15),1,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (3),0.289,1,0.647,1
Biosynthesis of DPAn-6 SPMs,Reactome,0,,2 (2),1,1,1,HMDB0001976,3 (7),0.289,1,0.647,1
Signaling by activated point mutants of FGFR3,Reactome,0,,12 (12),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
Dectin-2 family,Reactome,0,,29 (29),1,1,1,HMDB0029931,3 (4),0.289,1,0.647,1
FGFR3 mutant receptor activation,Reactome,0,,12 (12),1,1,1,HMDB0000693,3 (13),0.289,1,0.647,1
Role of second messengers in netrin-1 signaling,Reactome,0,,4 (4),1,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (4),0.289,1,0.647,1
betaKlotho-mediated ligand binding,Reactome,0,,3 (3),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
FGFR4 ligand binding and activation,Reactome,0,,14 (14),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
Signaling by activated point mutants of FGFR1,Reactome,0,,11 (11),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
FGFR1b ligand binding and activation,Reactome,0,,6 (6),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
N-glycan trimming and elongation in the cis-Golgi,Reactome,0,,5 (5),1,1,1,HMDB0000290,3 (13),0.289,1,0.647,1
FGFR1c ligand binding and activation,Reactome,0,,12 (12),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
FGFR1c and Klotho ligand binding and activation,Reactome,0,,3 (3),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
FGFR1 ligand binding and activation,Reactome,0,,16 (16),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
Thromboxane signalling through TP receptor,Reactome,0,,24 (24),1,1,1,HMDB0003208,3 (3),0.289,1,0.647,1
FGFR2b ligand binding and activation,Reactome,0,,10 (10),1,1,1,HMDB0000693,3 (4),0.289,1,0.647,1
FGFR2c ligand binding and activation,Reactome,0,,13 (13),1,1,1,HMDB0000693,3 (4),0.289,1,0.647,1
FGFR2 ligand binding and activation,Reactome,0,,20 (20),1,1,1,HMDB0000693,3 (4),0.289,1,0.647,1
FGFR3b ligand binding and activation,Reactome,0,,7 (7),1,1,1,HMDB0000693,3 (3),0.289,1,0.647,1
Activated point mutants of FGFR2,Reactome,0,,17 (17),1,1,1,HMDB0000693,3 (12),0.289,1,0.647,1
Hedgehog signaling events mediated by Gli proteins,PID,0,,49 (49),1,1,1,HMDB0000067,3 (3),0.289,1,0.647,1
resolvin D biosynthesis,HumanCyc,0,,2 (2),1,1,1,HMDB0002183,3 (5),0.289,1,0.647,1
aspirin triggered resolvin D biosynthesis,HumanCyc,0,,2 (2),1,1,1,HMDB0002183,3 (7),0.289,1,0.647,1
phosphatidylserine biosynthesis I,HumanCyc,0,,1 (1),1,1,1,HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,3 (4),0.289,1,0.647,1
Ceramide signaling pathway,PID,0,,48 (48),1,1,1,HMDB0004949,3 (3),0.289,1,0.647,1
